iter	RMSE
1536	0.06062481205
1537	0.06059448117
1538	0.06056717979
1539	0.06054548079
1540	0.06051310649
1541	0.06046458995
1542	0.06043200941
1543	0.06040787788
1544	0.06038073188
1545	0.06035097914
1546	0.06032614797
1547	0.06029504038
1548	0.06026180097
1549	0.06021627068
1550	0.06017453036
1551	0.06013124286
1552	0.06008135098
1553	0.0600443406
1554	0.06001688537
1555	0.05997902058
1556	0.05993457325
1557	0.059896288
1558	0.05984882063
1559	0.05981182666
1560	0.05978490509
1561	0.05975156787
1562	0.0597196999
1563	0.05967223871
1564	0.0596446991
1565	0.05961901784
1566	0.05959041786
1567	0.05954105236
1568	0.0595045602
1569	0.05946542101
1570	0.05943946304
1571	0.05940645711
1572	0.05937293887
1573	0.05933747263
1574	0.05930538155
1575	0.05927107249
1576	0.05923600668
1577	0.05920271284
1578	0.05915832414
1579	0.05911399641
1580	0.05908591767
1581	0.0590381909
1582	0.05901851645
1583	0.05897241936
1584	0.05893684613
1585	0.05889223236
1586	0.05886321883
1587	0.0588386138
1588	0.05879242739
1589	0.0587619351
1590	0.05873068689
1591	0.05869456676
1592	0.05866262604
1593	0.05862774413
1594	0.05858742639
1595	0.05855354488
1596	0.05850892804
1597	0.05847190103
1598	0.05843523036
1599	0.05839448564
1600	0.05835769757
1601	0.05832267912
1602	0.05829094631
1603	0.05826731522
1604	0.05821374968
1605	0.05816183772
1606	0.05812304181
1607	0.05808739258
1608	0.05805643346
1609	0.0580278908
1610	0.05797443671
1611	0.05793954355
1612	0.05790915997
1613	0.05788396636
1614	0.0578507685
1615	0.05783016069
1616	0.05778960536
1617	0.05775812292
1618	0.05772622126
1619	0.05770117634
1620	0.05767210457
1621	0.05763424698
1622	0.05760852804
1623	0.05756328097
1624	0.05753891508
1625	0.05748828811
1626	0.05747504141
1627	0.05744056417
1628	0.05741311512
1629	0.05738435925
1630	0.05734503482
1631	0.05731369951
1632	0.05727261766
1633	0.05721958881
1634	0.05718095994
1635	0.05714614185
1636	0.05711411196
1637	0.05708793867
1638	0.05706488893
1639	0.05702586285
1640	0.05698394965
1641	0.05694490128
1642	0.05690822877
1643	0.05687394754
1644	0.05683737205
1645	0.05679832041
1646	0.05676089078
1647	0.0567310475
1648	0.05670694231
1649	0.05667469817
1650	0.05665704682
1651	0.05662285326
1652	0.0566101895
1653	0.05657784005
1654	0.05654833826
1655	0.05651255805
1656	0.05647266301
1657	0.05644998066
1658	0.05643469372
1659	0.05639956077
1660	0.05636386204
1661	0.05633589143
1662	0.0563044456
1663	0.0562701137
1664	0.05622741192
1665	0.05619783384
1666	0.05616310799
1667	0.0561448903
1668	0.05612739882
1669	0.0560921252
1670	0.05606284955
1671	0.05600895415
1672	0.05595815794
1673	0.05593121339
1674	0.05590766136
1675	0.0558798147
1676	0.05584380026
1677	0.05580600609
1678	0.05577505511
1679	0.05574604548
1680	0.05572267157
1681	0.05568130826
1682	0.05563971102
1683	0.05562249336
1684	0.05558174053
1685	0.05556475881
1686	0.05552718898
1687	0.05548571058
1688	0.05545859666
1689	0.055425844
1690	0.05539089363
1691	0.05535315385
1692	0.05530946064
1693	0.05527811811
693	0.05392277227
1694	0.05388787278
1695	0.0538756886
1696	0.05386782911
1697	0.05383663195
1698	0.05378878084
1699	0.0537648063
1700	0.05373011838
1701	0.05369334998
1702	0.05367675694
1703	0.05364419237
1704	0.05361531119
1705	0.05359534769
1706	0.05357288884
1707	0.05354018593
1708	0.05350833244
1709	0.05346520336
1710	0.05343402623
1711	0.05340513964
1712	0.0533756341
1713	0.05332164097
1714	0.05328672263
1715	0.05326194564
1716	0.05324393856
1717	0.05320820058
1718	0.0531707524
1719	0.05314726651
1720	0.05310191489
1721	0.05307298146
1722	0.05305695169
1723	0.05303260379
1724	0.05301253067
1725	0.05299566013
1726	0.05297302686
1727	0.05294264657
1728	0.05291713196
1729	0.05288320257
1730	0.05285262535
1731	0.05283151487
1732	0.05279784055
1733	0.05274522498
1734	0.05272184032
1735	0.05269146562
1736	0.05267233149
36
1740	0.05472408139
1741	0.05469366274
1742	0.05465101453
1743	0.05462212747
1744	0.05461034373
1745	0.05458293243
1746	0.05455057232
1747	0.0545159429
1748	0.05448280462
1749	0.05443903145
1750	0.05441335435
1751	0.05436766672
1752	0.05433515691
1753	0.05430301691
1754	0.05426987912
1755	0.05424479532
1756	0.05420047747
1757	0.05415410886
1758	0.05412522328
1759	0.05409913356
1760	0.05408330402
1761	0.05405008807
1762	0.05401507932
1763	0.05398240864
1764	0.05395302061
1765	0.05392235574
1766	0.05387919707
1767	0.05384711614
1768	0.05383860567
1769	0.05381202276
1770	0.05379386523
1771	0.0537616174
1772	0.05372570417
1773	0.05369780583
